SeverityLabel,ProductName,Description,ResourceTypes,ResourceIds
INFORMATIONAL,aws/securityhub,This control checks if CloudFront distributions are using deprecated SSL protocols for HTTPS communication between CloudFront edge locations and your custom origins. This control fails for a CloudFront distribution if it has a 'CustomOriginConfig' where ‘OriginSslProtocols’ includes ‘SSLv3’.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution is configured to return a specific object that is the default root object. The control fails if the CloudFront distribution does not have a default root object configured.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether Amazon EC2 Auto Scaling groups have public IP addresses enabled using launch configurations.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon EC2 Auto Scaling group is created from an EC2 launch template. This control fails if an Amazon EC2 Auto Scaling group is not created with a launch template or if a launch template is not specified in a mixed instances policy.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon EC2 Auto Scaling group uses multiple instance types. This control fails if the Amazon EC2 Auto Scaling group has only one instance type defined.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks the number of network hops that the metadata token can travel. This control fails if the metadata response hop limit is greater than 1.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether only IMDSv2 is enabled. This control fails if the metadata version is not included in the launch configuration or if both IMDSv1 and IMDSv2 are enabled.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Auto Scaling group spans multiple Availability Zones. The control fails if an Auto Scaling group does not span multiple availability zones.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether your Auto Scaling groups that are associated with a Classic Load Balancer are using Elastic Load Balancing health checks.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an AWS AppSync API has request-level and field-level logging turned on. The control fails if request-level logging isn't turned on or if the field resolver log level is set to ‘None’.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if Amazon API Gateway V2 stages have access logging configured. This control fails if access log settings aren’t defined.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if Amazon API Gateway routes have an authorization type. The control fails if the API Gateway route does not specify an authorization type,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether all methods in Amazon API Gateway REST API stages that have cache enabled are encrypted. The control fails if any method in API Gateway REST API stage is configured to cache and the cache is not encrypted.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks to see if an API Gateway stage is using an AWS WAF Web ACL. This control fails if an AWS WAF Web ACL is not attached to a REST API Gateway stage.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether AWS X-Ray active tracing is enabled for your Amazon API Gateway REST API stages.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether Amazon API Gateway REST API stages have SSL certificates configured that backend systems can use to authenticate that incoming requests are from the API Gateway.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether all stages of Amazon API Gateway REST and WebSocket APIs have logging enabled. The control fails if logging is not enabled for all methods of a stage or if loggingLevel is neither ERROR nor INFO.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether Elasticsearch domains are configured to send error logs to CloudWatch Logs.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether Elasticsearch domains have node-to-node encryption enabled.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether Elasticsearch domains are in a VPC. It does not evaluate the VPC subnet routing configuration to determine public reachability. This AWS control also does not check whether the Amazon OpenSearch Service resource-based policy permits public access by other accounts or external entities. You should ensure that Elasticsearch domains are not attached to public subnets. See Resource-based policies (https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-ac.html#es-ac-types-resource) in the Amazon OpenSearch Service (successor to Amazon Elasticsearch Service) Developer Guide. You should also ensure that your VPC is configured according to the recommended best practices. See Security best practices for your VPC (https://docs.aws.amazon.com/vpc/latest/userguide/vpc-security-best-practices.html) in the Amazon VPC User Guide.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether Elasticsearch domains have encryption at rest configuration enabled. This check fails if the EncryptionAtRestOptions field is not enabled.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether master nodes on EMR clusters have public IP addresses.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether HTTP to HTTPS redirection is configured on all HTTP listeners of Application Load Balancers. The control will fail if one or more HTTP listeners of Application Load Balancers do not have HTTP to HTTPS redirection configured.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether cross-zone load balancing is enabled for Classic Load Balancers. This control fails if cross-zone load balancing is not enabled for a Classic Load Balancer.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether your Classic Load Balancer SSL listeners use the predefined policy ELBSecurityPolicy-TLS-1-2-2017-01. The control fails if the Classic Load Balancer SSL listeners do not use the predefined policy ELBSecurityPolicy-TLS-1-2-2017-01.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether AWS Classic Load Balancers have connection draining enabled.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,"This control checks whether your Classic Load Balancer listeners are configured with HTTPS or TLS protocol for front-end (client to load balancer) connections. The control is applicable if a Classic Load Balancer has listeners. If your Classic Load Balancer does not have a listener configured, then the control does not report any findings.",AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether a Classic Load Balancer uses HTTPS/SSL certificates provided by AWS Certificate Manager. The control fails if a Classic Load Balancer that is configured with an HTTPS/SSL listener does not use a certificate provided by AWS Certificate Manager.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether the Classic Load Balancer is configured with defensive or strictest desync mitigation mode. This control will fail if the Classic Load Balancer is not configured with defensive or strictest desync mitigation mode.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether a Classic Load Balancer has been configured to span multiple Availability Zones. The control fails if the Classic Load Balancer does not span multiple Availability Zones.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an EKS cluster is running on a supported Kubernetes version. The control fails if the EKS cluster is running on an unsupported version.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon EKS cluster endpoint is publicly accessible. The control fails if an EKS cluster has an endpoint that is publicly accessible.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether Amazon Elastic File System (Amazon EFS) access points are configured to enforce a user identity. This control fails if ‘PosixUser’ is not defined under ‘configuration’ or if parameters are provided and there is no match in the corresponding parameter.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if Amazon Elastic File System (Amazon EFS) access points are configured to enforce a root directory. This control fails if the value of 'Path' is set to '/' (default root directory of the file system).,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether Amazon Elastic File System (Amazon EFS) file systems are added to the backup plans in AWS Backup. The control fails if EFS file systems are not included in the backup plans.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether Amazon Elastic File System (Amazon EFS) is configured to encrypt the file data using AWS Key Management Service (AWS KMS). The check will fail if the encrypted key is set to false on DescribeFileSystems or if the KmsKeyId key on DescribeFileSystems does not match the KmsKeyId parameter.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,"This control checks if the key value of any variables in the ‘environment’ parameter of container definitions includes - AWS_ACCESS_KEY_ID, AWS_SECRET_ACCESS_KEY,  or ECS_ENGINE_AUTH_DATA.",AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if ECS containers are limited to read-only access to mounted root filesystems. This control fails if the ReadonlyRootFilesystem parameter in the container definition of ECS task definitions is set to ‘false’.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if the privileged parameter in the container definition of Amazon ECS task definitions is set to 'true'. This control fails if this parameter is equal to 'true'.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if Amazon ECS task definitions are configured to share a host's process namespace with its containers. This control fails if the task definition shares the host's process namespace with the containers running on it,AwsAccount,AWS::::Account:997075698610
